id,"airport_id","ident_a","ident_b",length,width,threshold_a,threshold_b,heading_a,heading_b,lat_a,lon_a,lat_b,lon_b
8558,"7XS8","H1","",50,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8559,"7XS9","H1","",30,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8560,"7Y2","09","27",2900,75,50,176,NULL,360,44.517700,-85.983000,44.517700,-85.971500
8561,"7Y2","17","35",2475,150,1220,1100,NULL,339,44.519000,-85.973900,44.512300,-85.972100
8562,"7Y3","15","33",3588,145,NULL,NULL,NULL,324,46.831600,-94.509200,46.822200,-94.505300
8563,"7Y7","18","36",2505,110,NULL,210,NULL,270,44.670100,-93.783600,44.663200,-93.783600
8564,"7Y9","11","29",2602,200,NULL,NULL,NULL,199,48.200400,-93.769700,48.196500,-93.761000
8565,"7Y9","3","21",2850,100,NULL,785,NULL,NULL,48.198800,-93.762700,48.205100,-93.756000
8566,"80AK","N","S",4000,1500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8567,"80C","16","34",2000,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8568,"80CA","NW","SE",1800,40,NULL,NULL,NULL,346,NULL,NULL,NULL,NULL
8569,"80CL","H1","",150,150,NULL,NULL,NULL,284,NULL,NULL,NULL,NULL
8570,"80CO","09","27",2100,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8571,"80E","01","19",4000,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8572,"80FD","14","32",4600,55,NULL,NULL,140,233,27.118300,-80.638100,27.108600,-80.628900
8573,"80FL","H1","",60,40,NULL,NULL,NULL,305,NULL,NULL,NULL,NULL
8574,"80G","10","28",3000,100,453,NULL,77,257,40.247100,-81.740300,40.248600,-81.731600
8575,"80GA","07","25",2000,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8576,"80IN","17","35",2500,50,400,NULL,NULL,177,NULL,NULL,NULL,NULL
8577,"80KS","1","19",1720,100,120,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8578,"80KY","16","34",1700,100,NULL,100,NULL,272,NULL,NULL,NULL,NULL
8579,"80L","H1","",50,50,NULL,NULL,NULL,304,NULL,NULL,NULL,NULL
8580,"80LA","18","36",1600,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8581,"80MA","H1","",20,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8582,"80MO","11","29",2800,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8583,"80MU","H1","",75,75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8584,"80NC","09","27",2400,30,NULL,270,90,270,35.999000,-79.693300,35.999000,-79.685200
8585,"80ND","08L","26R",2000,75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8586,"80ND","08R","26L",2000,75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8587,"80OH","N","S",2300,75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8588,"80OI","H1","",60,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8589,"80OK","17","35",2200,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8590,"80OR","08","26",2500,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8591,"80PA","H1","",60,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8592,"80PN","13","31",2719,100,NULL,NULL,NULL,271,NULL,NULL,NULL,NULL
8593,"80S","07","25",3460,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8594,"80TA","H1","",50,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8595,"80TE","H1","",60,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8596,"80TN","05","23",1700,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8597,"80TS","13","31",2550,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8598,"80TX","13","31",1000,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8599,"80V","06","24",2680,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8600,"80V","10","28",3170,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8601,"80VA","06","24",2000,90,NULL,NULL,NULL,360,NULL,NULL,NULL,NULL
8602,"80WA","08","26",1600,75,NULL,NULL,106,286,NULL,NULL,NULL,NULL
8603,"80WI","N","S",2800,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8604,"80XS","06","24",3500,75,580,870,NULL,201,NULL,NULL,NULL,NULL
8605,"81AK","01","19",1650,85,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8606,"81AR","01","19",2400,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8607,"81CL","H1","",400,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8608,"81CO","08","26",2000,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8609,"81D","16","34",2261,90,NULL,NULL,163,343,29.267900,-95.414200,29.262000,-95.412100
8610,"81D","17","35",2200,80,NULL,NULL,178,358,29.268000,-95.412100,29.262000,-95.411800
8611,"81FD","H1","",72,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8612,"81FL","18","36",1800,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8613,"81GA","05","23",1650,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8614,"81II","H1","",60,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8615,"81IL","E","W",2640,70,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8616,"81IN","04W","22W",6400,1400,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8617,"81KS","02","20",1720,63,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8618,"81L","H1","",100,100,NULL,NULL,NULL,260,NULL,NULL,NULL,NULL
8619,"81LA","H1","",600,100,NULL,NULL,NULL,347,NULL,NULL,NULL,NULL
8620,"81LL","NW","SE",1600,70,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8621,"81LS","H1","",70,70,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8622,"81MN","17","35",2300,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8623,"81MO","H1","",60,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8624,"81MU","H1","",100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8625,"81MU","H2","",70,70,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8626,"81NC","04","22",3300,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8627,"81ND","13","31",2400,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8628,"81NE","N","S",2182,150,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8629,"81NM","17","35",6000,50,NULL,114,180,237,33.353300,-105.180000,33.336800,-105.180000
8630,"81OH","14","32",2200,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8631,"81OI","H1","",250,200,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8632,"81OK","17","35",2200,35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8633,"81OR","04","22",2000,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8634,"81PA","H1","",150,150,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8635,"81PN","H1","",70,70,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8636,"81TA","H1","",12,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8637,"81TE","02","20",2100,200,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8638,"81TE","13","31",1300,200,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8639,"81TE","15","33",2100,200,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8640,"81TE","17","35",1800,200,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8641,"81TS","09","27",2300,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8642,"81TX","07","25",2500,100,100,100,NULL,254,NULL,NULL,NULL,NULL
8643,"81VA","13","31",1600,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8644,"81WA","H1","",60,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8645,"81WI","09","27",2450,45,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8646,"81WI","15","33",2450,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8647,"81XS","H1","",80,54,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8648,"82AK","02","20",1000,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8649,"82CA","H1","",20,20,NULL,NULL,NULL,277,NULL,NULL,NULL,NULL
8650,"82CD","H1","",100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8651,"82CD","H2","H2",100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8652,"82CD","H3","H3",100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8653,"82CL","16","34",1850,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8654,"82CO","H1","",25,25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8655,"82CO","H2","",25,25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8656,"82D","18","36",1744,90,NULL,NULL,NULL,NULL,41.226800,-83.027700,41.222000,-83.027700
8657,"82FD","H1","",25,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8658,"82FL","09","27",1800,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8659,"82GA","02","20",3500,50,700,NULL,NULL,357,NULL,NULL,NULL,NULL
8660,"82IN","18","36",2165,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8661,"82IS","13","31",3150,50,NULL,600,134,193,42.146100,-88.407000,42.140100,-88.398700
8662,"82KY","12","30",1500,80,200,701,NULL,230,NULL,NULL,NULL,NULL
8663,"82LA","NE","SW",1200,200,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8664,"82LL","E","W",1700,70,200,80,NULL,278,NULL,NULL,NULL,NULL
8665,"82MO","H1","",60,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8666,"82MU","H1","",200,200,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8667,"82NC","13","31",1400,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8668,"82NH","H1","",20,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8669,"82NM","03","21",3000,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8670,"82OI","15","33",3000,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8671,"82OK","H1","",40,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8672,"82OR","16","34",2265,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8673,"82PA","12","30",1200,200,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8674,"82TA","H1","",50,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8675,"82TE","13","31",2700,75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8676,"82TS","17","35",2950,30,180,NULL,NULL,334,NULL,NULL,NULL,NULL
8677,"82TS","18","36",3270,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8678,"82TX","H1","",50,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8679,"82VA","10","28",2200,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8680,"82WA","H1","",40,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8681,"82WI","12","30",1650,110,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8682,"82XS","04","22",2600,120,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8683,"83AK","16","34",1500,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8684,"83B","01","19",6000,300,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8685,"83CA","H1","",65,65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8686,"83CO","H1","",60,60,NULL,NULL,NULL,252,NULL,NULL,NULL,NULL
8687,"83FD","06","24",2700,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8688,"83FL","12","30",3150,60,NULL,NULL,120,324,30.621000,-81.538000,30.616700,-81.529400
8689,"83GA","18","36",3450,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8690,"83IA","H1","",40,40,NULL,NULL,NULL,303,NULL,NULL,NULL,NULL
8691,"83IL","09","27",2200,90,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8692,"83IL","18","36",1800,70,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8693,"83IN","E","W",3300,75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8694,"83IN","N","S",2200,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8695,"83IS","18","36",2800,89,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8696,"83J","18","36",2526,230,500,360,NULL,360,30.535400,-87.385200,30.528400,-87.385400
8697,"83KS","18","36",2600,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8698,"83KY","H1","",60,60,NULL,57,NULL,359,NULL,NULL,NULL,NULL
8699,"83L","H1","",65,65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8700,"83LL","17","35",1600,70,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8701,"83MN","03W","21W",5000,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8702,"83MN","12W","30W",7500,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8703,"83MO","H1","",45,45,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8704,"83NC","H1","",110,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8705,"83NY","H1","",50,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8706,"83OH","18","36",2400,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8707,"83OI","H1","",50,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8708,"83OK","07","25",1747,28,200,480,NULL,264,NULL,NULL,NULL,NULL
8709,"83OR","05","23",2200,35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8710,"83PA","H1","",60,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8711,"83PN","H1","",56,48,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8712,"83Q","13","31",12000,4000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8713,"83TA","14","32",3900,150,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8714,"83TE","15","33",4100,150,NULL,NULL,NULL,293,NULL,NULL,NULL,NULL
8715,"83TS","18","36",2500,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8716,"83TX","03","21",4500,300,NULL,NULL,40,220,30.637200,-96.489700,30.646700,-96.480600
8717,"83TX","13","31",4500,300,NULL,NULL,131,311,30.642200,-96.491400,30.634200,-96.480600
8718,"83TX","17","35",4500,300,NULL,NULL,180,360,30.646700,-96.480600,30.634200,-96.480600
8719,"83TX","17L","35R",7000,150,NULL,NULL,180,360,30.644200,-96.483100,30.625000,-96.483100
8720,"83TX","17R","35L",7000,150,NULL,NULL,180,286,30.644200,-96.485600,30.625000,-96.485600
8721,"83V","13","31",3710,80,NULL,NULL,NULL,190,NULL,NULL,NULL,NULL
8722,"83WA","11","29",1400,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8723,"83WI","18","36",2600,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8724,"83XS","H1","",25,25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8725,"84AL","04","22",1800,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8726,"84C","09","27",2540,80,NULL,NULL,NULL,NULL,42.761700,-88.047300,42.760900,-88.037600
8727,"84CA","H1","",50,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8728,"84CL","H1","",100,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8729,"84CO","H1","",40,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8730,"84FD","H1","",25,25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8731,"84FL","H1","",100,100,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL
8732,"84GA","H1","",48,48,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8733,"84ID","H1","",500,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8734,"84IL","09","27",2400,70,NULL,250,NULL,320,NULL,NULL,NULL,NULL
8735,"84IN","H1","",50,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8736,"84IS","H1","",100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8737,"84K","NW","SE",7000,200,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8738,"84KY","13","31",2000,75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8739,"84L","H1","",20,20,NULL,NULL,NULL,191,NULL,NULL,NULL,NULL
8740,"84LA","18","36",800,75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8741,"84MI","05","23",1930,115,820,700,NULL,261,44.467400,-83.884400,44.470800,-83.878800
8742,"84MI","15","33",2100,125,700,NULL,NULL,280,44.472300,-83.884300,44.467400,-83.880100
8743,"84MN","17","35",2950,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8744,"84MO","H1","",86,86,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8745,"84MT","04","22",1202,35,NULL,125,NULL,348,NULL,NULL,NULL,NULL
8746,"84NC","09","27",2155,132,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8747,"84ND","17L","35R",1850,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8748,"84ND","17R","35L",1550,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8749,"84NK","H1","",40,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8750,"84NM","E","W",5000,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8751,"84NY","07","25",2000,35,NULL,860,NULL,273,NULL,NULL,NULL,NULL
8752,"84OH","10","28",2000,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8753,"84OI","H1","",20,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8754,"84OL","17","35",2570,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8755,"84OR","17","35",1500,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8756,"84PA","H1","",50,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8757,"84PN","07","25",500,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8758,"84TA","H1","",25,25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8759,"84TE","17","35",4500,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8760,"84TS","H1","",50,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8761,"84TX","17","35",900,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8762,"84U","H2","",80,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8763,"84VA","H1","",100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8764,"84WA","11","29",1800,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8765,"84WI","H1","",50,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8766,"84XS","15","33",1820,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8767,"84Y","14","32",2700,50,200,1000,NULL,228,NULL,NULL,NULL,NULL
8768,"85AK","09U","27U",3400,200,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8769,"85B","02","20",6000,200,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8770,"85CA","H1","",60,60,NULL,NULL,NULL,276,NULL,NULL,NULL,NULL
8771,"85CO","H1","",30,30,NULL,NULL,NULL,270,NULL,NULL,NULL,NULL
8772,"85FA","18","36",2200,50,500,600,NULL,10,NULL,NULL,NULL,NULL
8773,"85FD","H1","",25,25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8774,"85FL","09","27",2200,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8775,"85GA","04","22",1000,125,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8776,"85IL","18","36",2640,80,250,NULL,NULL,354,NULL,NULL,NULL,NULL
8777,"85IN","09","27",2300,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8778,"85KS","01","19",1250,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8779,"85KY","14","32",3100,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8780,"85LL","N","S",2300,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8781,"85MA","H1","",45,45,NULL,NULL,NULL,358,NULL,NULL,NULL,NULL
8782,"85MI","11","29",2700,60,500,1314,NULL,305,NULL,NULL,NULL,NULL
8783,"85MN","N","S",2300,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8784,"85N","NE","SW",2875,75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8785,"85NC","01","19",800,70,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8786,"85NE","17","35",2400,70,NULL,310,NULL,320,NULL,NULL,NULL,NULL
8787,"85NM","H1","",43,43,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8788,"85NY","15","33",2700,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8789,"85OI","H1","",20,20,NULL,NULL,NULL,313,NULL,NULL,NULL,NULL
8790,"85OL","08","26",1430,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8791,"85OL","12","30",2000,55,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8792,"85OL","17","35",2065,120,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8793,"85OR","15","33",2600,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8794,"85PA","07","25",1440,75,100,NULL,NULL,356,NULL,NULL,NULL,NULL
8795,"85PN","12","30",1470,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8796,"85TA","18","36",2400,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8797,"85TE","14","32",2600,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8798,"85TS","H1","",50,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8799,"85TX","N","S",3800,50,NULL,NULL,180,360,30.082900,-97.965600,30.072500,-97.965600
8800,"85U","07","25",1650,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8801,"85V","18","36",4500,80,NULL,NULL,NULL,NULL,35.707500,-109.514000,35.695700,-109.519000
8802,"85VA","10","28",2200,300,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8803,"85WA","05","23",2100,50,NULL,NULL,NULL,354,NULL,NULL,NULL,NULL
8804,"85WI","09","27",2640,100,300,NULL,NULL,322,NULL,NULL,NULL,NULL
8805,"85XS","H1","",30,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8806,"86AK","18W","36W",1150,200,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8807,"86CA","H1","",30,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8808,"86CL","02","20",3100,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8809,"86CN","H1","",54,54,NULL,NULL,NULL,304,NULL,NULL,NULL,NULL
8810,"86CO","08","26",2600,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8811,"86FD","09","27",2600,60,750,500,NULL,306,NULL,NULL,NULL,NULL
8812,"86FL","H1","",40,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8813,"86GA","03","21",2000,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8814,"86IL","09","27",2072,100,NULL,NULL,NULL,212,NULL,NULL,NULL,NULL
8815,"86IN","H1","",50,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8816,"86IS","09","27",2200,134,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8817,"86KY","05","23",900,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8818,"86KY","18","36",1200,75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8819,"86LA","12","30",1850,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8820,"86MI","06","24",2460,100,500,415,NULL,279,NULL,NULL,NULL,NULL
8821,"86MN","H1","",100,100,NULL,NULL,NULL,206,NULL,NULL,NULL,NULL
8822,"86MO","H1","",100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8823,"86NC","04","22",2900,100,NULL,825,NULL,357,NULL,NULL,NULL,NULL
8824,"86NE","17","35",2200,65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8825,"86NY","H1","H1",33,33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8826,"86OH","E","W",2500,70,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8827,"86OI","H1","",30,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8828,"86OK","H1","",60,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8829,"86OR","H1","",25,25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8830,"86PA","H1","",20,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8831,"86PA","H2","",20,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8832,"86PN","08","26",1535,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8833,"86TA","02","20",3376,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8834,"86TE","07","25",2000,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8835,"86TS","02","20",3450,110,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8836,"86TX","17","35",1700,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8837,"86VA","H1","",30,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8838,"86WA","16","34",2500,24,NULL,NULL,NULL,209,NULL,NULL,NULL,NULL
8839,"86XS","16","34",2600,175,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8840,"87AK","07","25",1100,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8841,"87B","02","20",5000,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8842,"87B","15","33",5000,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8843,"87CA","07","25",2500,35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8844,"87CL","H1","",80,60,NULL,240,NULL,345,NULL,NULL,NULL,NULL
8845,"87CN","H1","",20,20,NULL,NULL,NULL,168,NULL,NULL,NULL,NULL
